8.877733974346908786e-09 1.239335967110678077e-08 1.358353525362870502e-08 1.429820116366575542e-08 1.481141764722282649e-08 1.521924944426032916e-08 1.556855033180959365e-08 1.588976976184644124e-08 1.621494689964411834e-08 1.664218230383527050e-08 1.904224529367033437e-08 2.173093815785675053e-08 2.338495889668979765e-08 2.457288973799593990e-08 2.551651110737559972e-08 2.632492255983446621e-08 2.706826536184083136e-08 2.782076866161907650e-08 2.880945838413893811e-08 2.543735101008136707e-08 2.782465731102306273e-08 2.955459770092451140e-08 3.092675953580928137e-08 3.210133942870428863e-08 3.318155500076955527e-08 3.427511139099770734e-08 3.571188516069586359e-08 3.084040819442369554e-08 3.308565559613578143e-08 3.487271127142809600e-08 3.639909076908392249e-08 3.780193952539068827e-08 3.922213041150409110e-08 4.108812800368921709e-08 3.581943710735674257e-08 3.803417516018618700e-08 3.992646957919112070e-08 4.166130748858582278e-08 4.341664522849259056e-08 4.572316684341780916e-08 4.067001042835550281e-08 4.294884406500435195e-08 4.503497515927213925e-08 4.713989529742122668e-08 4.990544030932544457e-08 4.562599082074799737e-08 4.810076750038320835e-08 5.058556748508909661e-08 5.384056414477160777e-08 5.101244588431951629e-08 5.395436959248560672e-08 5.775856476135536734e-08 5.749977755219358681e-08 6.204356472474104635e-08 6.805858712684462467e-08
6.908113822509585845e-09 9.915675749220767033e-09 1.096348771626712242e-08 1.159353484715645836e-08 1.204595416491984702e-08 1.240541777629219309e-08 1.271329121867715385e-08 1.299641336686197880e-08 1.328302347092741697e-08 1.365958969893333518e-08 1.587629734337554790e-08 1.839685859520005006e-08 1.995463078003551660e-08 2.107364327383826685e-08 2.196248042234095323e-08 2.272376713574262885e-08 2.342388109142807157e-08 2.413263074255972118e-08 2.506383235804314094e-08 2.197010068617592420e-08 2.429723214807460428e-08 2.598581782426977369e-08 2.732473027742062276e-08 2.847052611703996044e-08 2.952465921629158875e-08 3.059161897528230264e-08 3.199343753948807333e-08 2.729870760002127300e-08 2.954532774268816207e-08 3.133385109544769261e-08 3.286078060859249258e-08 3.426396838826200749e-08 3.568451160385522553e-08 3.755098349456692843e-08 3.232963303922588846e-08 3.459162114088391096e-08 3.652361824879429650e-08 3.829396235344756544e-08 4.008509769558857729e-08 4.243869414793942823e-08 3.732525259838858880e-08 3.969194424183589801e-08 4.185707628762282208e-08 4.404062772949383202e-08 4.690943638468290487e-08 4.251096862297106622e-08 4.511885274038569010e-08 4.773420790735668719e-08 5.115868372604346573e-08 4.822943639521633652e-08 5.137157927549311826e-08 5.542554971958195900e-08 5.521788631938378024e-08 6.013143835963873948e-08 6.678677162506181339e-08
5.140964103035722721e-09 7.531846628325527824e-09 8.385476721298534334e-09 8.899372114308826969e-09 9.268336248005344438e-09 9.561536604349740212e-09 9.812654209444565136e-09 1.004358313727595124e-08 1.027735866662351557e-08 1.058450664397973406e-08 1.245852680904788580e-08 1.463409887740625704e-08 1.598663496489559195e-08 1.695828721684886269e-08 1.772993878634805330e-08 1.839085066999462821e-08 1.899866973675829426e-08 1.961398380474173438e-08 2.042239839331356867e-08 1.781232031503643836e-08 1.991090208551844543e-08 2.143637664151868487e-08 2.264530705143977872e-08 2.367942555281375310e-08 2.463135126225524422e-08 2.559459951887828150e-08 2.686015683525571222e-08 2.268335131114557038e-08 2.477310275683617962e-08 2.643720522905021219e-08 2.785700545468043125e-08 2.916151464878524719e-08 3.048217799894198148e-08 3.221741168544415283e-08 2.741860619451549715e-08 2.957600195068233077e-08 3.141782954538315916e-08 3.310432595554910178e-08 3.481043784437769322e-08 3.705236838086157328e-08 3.223266898673092965e-08 3.453721258750305963e-08 3.664360841506488596e-08 3.876634513038462725e-08 4.155523232877397075e-08 3.732984430353214634e-08 3.991605354483859605e-08 4.250534214779930069e-08 4.589346282504242456e-08 4.305466760527780008e-08 4.622407971680525092e-08 5.030012842937264919e-08 5.018242329047797646e-08 5.521626363819935378e-08 6.224064292018781428e-08
3.695183747565715827e-09 5.498930472879201451e-09 6.153479369617342959e-09 6.547932812359132401e-09 6.831252483767743010e-09 7.056303198466351217e-09 7.249053799194464922e-09 7.426310113573421120e-09 7.605752480609826921e-09 7.841511607145976748e-09 9.312589484977849423e-09 1.105304302528013531e-08 1.214183128318578351e-08 1.292383111690855893e-08 1.354476608560896456e-08 1.407661023457604281e-08 1.456573037701849360e-08 1.506088165996012923e-08 1.571143304830977960e-08 1.366442829405812510e-08 1.541487473528714855e-08 1.669005392625218631e-08 1.769986551727740233e-08 1.856379351186054445e-08 1.935837618409982625e-08 2.016279496761101598e-08 2.121967333441689170e-08 1.778532578167634940e-08 1.958727867641658423e-08 2.102273075236985434e-08 2.224636148710572059e-08 2.337036604439680282e-08 2.450830791990859361e-08 2.600346900390124376e-08 2.192256343369596355e-08 2.383608397218453267e-08 2.546880700803314067e-08 2.696240814735555692e-08 2.847307341423978834e-08 3.045831519700265651e-08 2.624332418323794217e-08 2.833666577173540414e-08 3.024810274857385734e-08 3.217226145976296457e-08 3.470023869485870988e-08 3.092486796192160565e-08 3.332508055419853122e-08 3.572275639450592933e-08 3.885720386159964779e-08 3.629827443719838491e-08 3.929932563494751858e-08 4.314193599582099378e-08 4.313933184914387544e-08 4.799305694986003688e-08 5.501816603186266966e-08
2.585410879180060381e-09 3.906944334504335727e-09 4.391694071767194755e-09 4.683977252252845571e-09 4.893767958055305161e-09 5.060501233588776801e-09 5.203308750998239402e-09 5.334639414039840256e-09 5.467585789301655455e-09 5.642257177471255685e-09 6.749234710058824908e-09 8.066247208383935702e-09 8.892964941060654357e-09 9.486765583928265080e-09 9.958070408757498299e-09 1.036175207217553923e-08 1.073300888644794971e-08 1.110884340125194956e-08 1.160263553614145261e-08 1.006969023715499338e-08 1.142631906943036919e-08 1.241621609944046149e-08 1.319933659245266450e-08 1.386909762416638235e-08 1.448517797642015537e-08 1.510890363274447944e-08 1.592833465051052965e-08 1.329514910936185860e-08 1.472641356089719562e-08 1.586698823739691022e-08 1.683827104007672399e-08 1.773014762336659963e-08 1.863317133709299435e-08 1.981968103383605029e-08 1.661815689289349849e-08 1.817643241690382191e-08 1.950517352641561814e-08 2.071930698448991720e-08 2.194707797869227704e-08 2.356069875744512589e-08 2.017670758882959953e-08 2.192192466263814119e-08 2.351296605824675921e-08 2.511267175125211160e-08 2.721423461776056041e-08 2.412398278232230258e-08 2.617013027774778497e-08 2.820806055324851245e-08 3.086878548783749969e-08 2.876177158415014715e-08 3.137619657112059263e-08 3.470399793918023881e-08 3.481585446284321942e-08 3.912822477716329384e-08 4.564885242766170710e-08
1.753390055231473899e-09 2.681798648379335184e-09 3.028828868749598533e-09 3.238154276891847000e-09 3.388393825495461024e-09 3.507798103288424305e-09 3.610067694242660204e-09 3.704115865716453296e-09 3.799321757915517729e-09 3.924410128141230510e-09 4.736477558316247448e-09 5.707539700211488811e-09 6.317614146238542723e-09 6.755712176598863094e-09 7.103385837396270238e-09 7.401163569096196914e-09 7.675029588629934702e-09 7.952324485911597000e-09 8.316585460191826660e-09 7.196336966700784268e-09 8.207219330559693801e-09 8.944992050457419272e-09 9.528542997517264110e-09 1.002746468162339716e-08 1.048635461930428050e-08 1.095091662645159633e-08 1.156119186815787262e-08 9.609668373455276050e-09 1.068785320339739523e-08 1.154703548650915289e-08 1.227810730222058318e-08 1.294929657628345725e-08 1.362877244408384899e-08 1.452164581554740442e-08 1.212758965188635911e-08 1.331786998441519807e-08 1.433242975761333337e-08 1.525839359655652961e-08 1.619456622788784952e-08 1.742499477298672686e-08 1.486573522225645297e-08 1.621992252962713703e-08 1.745281344204999536e-08 1.869061396611639028e-08 2.031677047139266709e-08 1.795484135114347713e-08 1.956986776633516198e-08 2.117326999362698741e-08 2.326357798621803962e-08 2.165494127152129366e-08 2.375701574487806106e-08 2.641325705606536112e-08 2.659861610317793580e-08 3.012521184709750492e-08 3.571565637925471720e-08
1.177437938419846745e-09 1.798346839973365699e-09 2.033917809029031727e-09 2.176180575075415714e-09 2.278311936188039603e-09 2.359481142453055718e-09 2.429001496310522023e-09 2.492934522113392561e-09 2.557655551007133201e-09 2.642688653426374091e-09 3.203962529722067798e-09 3.891512548285365766e-09 4.325485291985646263e-09 4.637151176102291186e-09 4.884460664244539535e-09 5.096273888259136755e-09 5.291089222740029178e-09 5.488313362844809494e-09 5.747415567244679480e-09 4.968851227426206596e-09 5.705425133781613162e-09 6.243189471673894002e-09 6.668518856525902983e-09 7.032130143597128066e-09 7.366576518419027292e-09 7.705147367358924471e-09 8.149961633523460886e-09 6.737501947404284645e-09 7.531708792149044209e-09 8.164596449139586804e-09 8.702955418126694582e-09 9.197136841646343706e-09 9.697475650857879928e-09 1.035482201205022845e-08 8.597790203643086642e-09 9.479756891274043379e-09 1.023133779344596767e-08 1.091699106989441739e-08 1.160999420263291014e-08 1.252091678409649157e-08 1.063178386246618947e-08 1.164072158193432785e-08 1.255866744231224711e-08 1.347947748440413107e-08 1.468903716622679328e-08 1.294119576456490713e-08 1.415303376961495644e-08 1.535350826404114204e-08 1.691655708085140870e-08 1.573276232287448009e-08 1.732444973254361090e-08 1.932347649757023809e-08 1.951375145274832372e-08 2.220572131769439183e-08 2.663349175637004320e-08
7.963476540995705201e-10 1.207009328431008018e-09 1.362314071162281982e-09 1.456173224045588403e-09 1.523530972821508509e-09 1.577061762614708521e-09 1.622912113732914134e-09 1.665070388548167744e-09 1.707754305029948766e-09 1.763833821302005606e-09 2.132164315266508181e-09 2.586870255668090806e-09 2.875557947314868864e-09 3.082899911485472023e-09 3.247382266844309260e-09 3.388264371542344705e-09 3.517830622579164775e-09 3.649005619190571847e-09 3.821342071802097624e-09 3.310847975723123125e-09 3.814204614522429656e-09 4.182642445380535731e-09 4.473920819662540220e-09 4.722887011878798209e-09 4.951887089903596248e-09 5.183716995875137564e-09 5.488305156924903538e-09 4.535488100143104556e-09 5.095393331018633495e-09 5.541744824313767884e-09 5.921215660424277120e-09 6.269519816214409273e-09 6.622158600140598143e-09 7.085513774979822411e-09 5.861148438888401450e-09 6.496324518317443117e-09 7.037405869267010037e-09 7.530833758249059169e-09 8.029562903154275655e-09 8.685080952807841274e-09 7.336249347470999061e-09 8.072141549121692058e-09 8.741310934502088978e-09 9.412402457047721342e-09 1.029391114885395783e-08 9.027759253323682866e-09 9.918266850293092989e-09 1.079974880032402493e-08 1.194702845416130017e-08 1.108510840183650257e-08 1.226046244495681342e-08 1.373313714509156103e-08 1.388729878750472531e-08 1.587893634399505406e-08 1.920603322703655455e-08
5.458753099249744858e-10 8.184447932513923769e-10 9.212371890934055084e-10 9.833491047959152747e-10 1.027920287007824011e-09 1.063342072437681712e-09 1.093681080217042416e-09 1.121581201382468135e-09 1.149826909559933127e-09 1.186935089634095916e-09 1.429916035532832505e-09 1.729581329934957618e-09 1.919246956830169103e-09 2.055357254056182059e-09 2.163301452764677709e-09 2.255758891059819258e-09 2.340793867003685275e-09 2.426861340034582980e-09 2.539979745870526689e-09 2.203602976080168258e-09 2.531487794242826694e-09 2.771374790587774021e-09 2.960705900109970086e-09 3.122522730168097213e-09 3.271353981239314488e-09 3.422034841185198932e-09 3.620022077561189731e-09 3.001056855070829124e-09 3.367204130117919671e-09 3.659169935538802817e-09 3.907084871649456144e-09 4.134550379157655092e-09 4.364852625834835638e-09 4.667472772318089653e-09 3.874241801918541007e-09 4.297796436786394685e-09 4.658429628356862186e-09 4.986828283579727110e-09 5.318668058001545123e-09 5.754853893137133753e-09 4.868861396712906781e-09 5.371454798642060576e-09 5.827821393652302289e-09 6.284865330622536244e-09 6.885250456817659541e-09 6.037719287307300513e-09 6.659844926237797564e-09 7.274298736253275248e-09 8.073396092298031417e-09 7.491244003690093147e-09 8.328508503278110311e-09 9.374754290241152098e-09 9.508139253927611101e-09 1.094900981899748402e-08 1.339616450304285417e-08
3.806656591663357304e-10 5.644079266192773710e-10 6.328701174346815419e-10 6.742296654867893943e-10 7.039100355880560904e-10 7.274981039572301216e-10 7.477014421658444451e-10 7.662807260784409508e-10 7.850889490738020437e-10 8.098002190410400894e-10 9.690455361849307909e-10 1.165072136095367341e-09 1.289368908750008880e-09 1.378621544978474794e-09 1.449415321143571182e-09 1.510051708448640689e-09 1.565819049912814733e-09 1.622272745921408426e-09 1.696350869143998955e-09 1.475285561957334375e-09 1.690951246558265483e-09 1.848885348446419130e-09 1.973605486146401005e-09 2.080185724708080839e-09 2.178209187736587322e-09 2.277449784641036704e-09 2.407818985012628971e-09 2.000413602245476932e-09 2.241191713543301524e-09 2.433069513095679441e-09 2.596015160663199753e-09 2.745501562514022327e-09 2.896845999514349386e-09 3.095716328137851962e-09 2.572546393997013255e-09 2.848374986491203504e-09 3.083151826646797703e-09 3.296828357866093029e-09 3.512688555429242704e-09 3.796431408112047690e-09 3.217680933639993194e-09 3.542712391740441112e-09 3.837543180703411714e-09 4.132329282153979593e-09 4.519535194475808291e-09 3.973542855069929344e-09 4.376605831755104876e-09 4.773014695301344141e-09 5.287399505118604805e-09 4.921318744978301205e-09 5.469521637833030208e-09 6.147307901066449320e-09 6.263162267904814054e-09 7.220002818060944752e-09 8.931325772539709991e-09
